TypeEtab,Genre,Niveau,RetardSco,Provenance,Handicap,SocialAid,CD_MIL,Moy,Result
Public,Female,Tertiary,2 years,Urban,Yes,Yes,8824,12.5,Pass
Private,Female,Tertiary,2 years,Urban,Yes,Yes,1761,11.1,Fail
Public,Male,Primary,2 years,Urban,Yes,Yes,4185,11.3,Pass
Private,Male,Primary,1 year,Rural,No,No,1025,14.0,Fail
Public,Male,Primary,None,Suburban,No,Yes,2806,14.3,Fail
Private,Male,Secondary,1 year,Urban,Yes,No,7651,17.2,Pass
Public,Male,Secondary,None,Suburban,Yes,Yes,6664,12.4,Pass
Public,Female,Secondary,2 years,Urban,No,Yes,6154,17.0,Fail
Private,Female,Primary,1 year,Suburban,Yes,No,6824,20.0,Fail
Public,Male,Secondary,1 year,Rural,No,No,4659,18.6,Pass
Public,Female,Tertiary,1 year,Rural,No,No,2525,16.4,Fail
Private,Female,Secondary,2 years,Suburban,No,Yes,1760,19.4,Fail
Public,Male,Primary,None,Suburban,Yes,No,1594,19.9,Fail
Public,Female,Primary,2 years,Rural,No,No,8192,15.7,Pass
Public,Male,Primary,1 year,Suburban,Yes,Yes,2055,12.7,Fail
Private,Female,Primary,1 year,Suburban,No,Yes,4083,19.1,Pass
Public,Female,Tertiary,2 years,Suburban,No,Yes,4675,18.4,Pass
Private,Female,Secondary,1 year,Urban,No,No,6957,10.8,Pass
Private,Female,Secondary,1 year,Suburban,No,Yes,6255,19.4,Fail
Public,Female,Primary,None,Urban,No,Yes,5228,13.7,Fail
Private,Male,Secondary,None,Rural,Yes,No,5181,13.2,Fail
Private,Female,Tertiary,None,Rural,No,Yes,2830,13.4,Pass
Private,Male,Primary,None,Rural,No,Yes,4395,13.2,Fail
Private,Female,Secondary,None,Suburban,Yes,No,2203,15.2,Pass
Public,Female,Secondary,None,Rural,Yes,No,3810,15.8,Fail
Public,Female,Secondary,1 year,Urban,No,No,4092,14.3,Fail
Public,Male,Secondary,1 year,Urban,Yes,No,4044,14.1,Pass
Private,Female,Primary,None,Suburban,No,No,7071,17.4,Fail
Private,Female,Primary,2 years,Urban,No,Yes,8272,10.0,Pass
Public,Male,Tertiary,None,Urban,No,No,5673,19.5,Fail
Private,Male,Primary,1 year,Rural,Yes,No,4514,17.1,Pass
Public,Male,Secondary,2 years,Urban,No,Yes,7192,17.1,Fail
Private,Female,Secondary,2 years,Rural,Yes,No,1144,14.2,Fail
Public,Female,Secondary,2 years,Rural,No,No,8507,19.7,Pass
Public,Female,Tertiary,1 year,Urban,No,Yes,5857,10.0,Fail
Public,Female,Primary,2 years,Urban,Yes,Yes,2377,10.8,Pass
Private,Male,Primary,1 year,Suburban,No,Yes,4146,18.0,Fail
Public,Male,Primary,1 year,Suburban,No,Yes,6024,17.4,Pass
Private,Female,Secondary,None,Urban,Yes,Yes,1793,12.7,Fail
Private,Male,Secondary,1 year,Rural,Yes,Yes,6756,15.9,Fail
Public,Male,Secondary,2 years,Rural,No,No,5414,15.3,Fail
Public,Male,Tertiary,1 year,Suburban,No,Yes,2110,15.3,Fail
Private,Female,Tertiary,1 year,Rural,Yes,Yes,6672,16.0,Fail
Private,Male,Secondary,None,Suburban,No,Yes,5053,19.9,Fail
Public,Female,Tertiary,None,Rural,No,Yes,4937,19.9,Pass
Public,Female,Tertiary,1 year,Urban,Yes,No,4963,19.8,Fail
Private,Female,Tertiary,1 year,Urban,Yes,Yes,5942,15.5,Fail
Public,Male,Primary,1 year,Rural,No,No,6897,13.2,Fail
Public,Male,Tertiary,None,Suburban,Yes,No,9974,15.6,Pass
Public,Male,Secondary,None,Urban,Yes,Yes,2116,16.2,Fail
Public,Male,Primary,2 years,Suburban,Yes,No,2750,13.1,Pass
Private,Female,Tertiary,2 years,Urban,No,Yes,5027,16.3,Pass
Private,Female,Secondary,2 years,Rural,No,No,6745,16.2,Pass
Public,Female,Tertiary,2 years,Urban,Yes,No,6064,19.0,Pass
Public,Male,Secondary,None,Rural,Yes,No,6938,12.4,Pass
Private,Male,Secondary,None,Suburban,No,No,4397,17.0,Fail
Private,Male,Tertiary,1 year,Urban,No,Yes,9265,14.5,Fail
Private,Female,Tertiary,2 years,Suburban,No,No,2359,11.3,Pass
Private,Female,Primary,1 year,Suburban,No,Yes,5853,13.2,Fail
Private,Male,Tertiary,1 year,Rural,Yes,No,2941,10.6,Fail
Public,Female,Secondary,None,Suburban,Yes,Yes,4148,13.2,Fail
Public,Female,Primary,1 year,Urban,No,No,8933,10.7,Fail
Private,Male,Secondary,1 year,Rural,No,Yes,2285,19.3,Fail
Private,Male,Secondary,None,Rural,Yes,No,7474,11.0,Pass
Public,Female,Tertiary,None,Rural,No,Yes,1770,18.2,Pass
Private,Male,Secondary,None,Suburban,No,Yes,2843,19.1,Pass
Private,Female,Tertiary,None,Urban,Yes,No,1073,14.7,Pass
Public,Male,Secondary,2 years,Urban,Yes,No,2660,10.5,Fail
Public,Female,Primary,2 years,Urban,No,No,5349,16.0,Fail
Public,Male,Tertiary,2 years,Rural,No,No,8102,12.3,Pass
Public,Male,Primary,1 year,Rural,No,No,9000,11.8,Pass
Private,Male,Tertiary,2 years,Urban,Yes,Yes,4818,15.7,Fail
Public,Female,Primary,None,Suburban,No,Yes,1331,13.6,Pass
Private,Female,Tertiary,2 years,Rural,Yes,No,2421,17.3,Fail
Private,Male,Primary,None,Urban,No,No,8512,15.9,Pass
Private,Female,Primary,2 years,Suburban,No,No,7890,18.3,Fail
Private,Female,Tertiary,2 years,Rural,Yes,No,5931,10.6,Fail
Public,Male,Tertiary,None,Rural,Yes,No,7025,12.3,Pass
Private,Male,Secondary,None,Rural,No,Yes,5408,15.7,Pass
Private,Male,Secondary,1 year,Urban,Yes,Yes,6113,18.8,Fail
Private,Female,Tertiary,1 year,Rural,No,Yes,9419,18.1,Pass
Public,Male,Tertiary,1 year,Rural,Yes,No,3881,16.8,Pass
Public,Female,Primary,2 years,Suburban,Yes,No,3865,15.7,Fail
Public,Female,Primary,2 years,Urban,No,No,3575,16.3,Pass
Public,Female,Secondary,None,Suburban,Yes,Yes,7185,12.1,Pass
Public,Male,Secondary,None,Rural,No,No,9656,16.0,Fail
Private,Male,Secondary,1 year,Urban,Yes,No,6741,14.9,Pass
Public,Female,Primary,None,Urban,Yes,No,1277,13.8,Fail
Private,Female,Primary,2 years,Rural,No,Yes,1065,18.9,Fail
Public,Male,Primary,None,Urban,No,Yes,5262,18.3,Fail
Private,Male,Secondary,None,Urban,Yes,Yes,6704,10.8,Fail
Public,Male,Tertiary,None,Suburban,No,Yes,9594,19.9,Fail
Private,Male,Secondary,None,Urban,No,Yes,8989,12.3,Pass
Public,Male,Primary,None,Urban,No,Yes,7255,12.2,Fail
Private,Male,Secondary,1 year,Suburban,No,No,8441,19.4,Pass
Private,Male,Secondary,1 year,Rural,Yes,No,5692,14.4,Fail
Private,Male,Secondary,2 years,Suburban,No,No,5419,18.1,Fail
Private,Male,Secondary,1 year,Rural,Yes,Yes,8960,12.9,Fail
Private,Female,Primary,None,Rural,No,Yes,7078,18.7,Pass
Private,Male,Secondary,1 year,Rural,No,Yes,2437,18.3,Fail
Public,Male,Primary,2 years,Suburban,No,Yes,9620,15.2,Pass
Public,Female,Secondary,1 year,Rural,No,No,8032,17.1,Pass
Private,Male,Primary,2 years,Suburban,Yes,No,6731,19.6,Fail
Private,Male,Tertiary,2 years,Suburban,No,Yes,4378,14.5,Pass
Private,Female,Primary,2 years,Rural,No,Yes,9584,14.9,Fail
Private,Male,Primary,None,Rural,Yes,Yes,7347,17.2,Pass
Private,Female,Tertiary,2 years,Suburban,No,No,7401,13.9,Fail
Private,Female,Tertiary,1 year,Suburban,No,Yes,7629,19.6,Fail
Private,Male,Tertiary,1 year,Rural,No,No,5541,10.4,Pass
Public,Female,Tertiary,1 year,Rural,No,No,8876,14.0,Fail
Private,Female,Tertiary,2 years,Rural,Yes,Yes,9533,17.1,Fail
Private,Female,Tertiary,2 years,Suburban,Yes,Yes,9324,14.3,Pass
Public,Female,Secondary,None,Suburban,Yes,Yes,1264,12.6,Fail
Public,Male,Secondary,2 years,Suburban,Yes,No,2434,14.1,Fail
Private,Female,Tertiary,1 year,Rural,No,No,6327,18.8,Fail
Public,Female,Primary,None,Urban,No,No,6097,15.5,Fail
Public,Male,Primary,1 year,Urban,Yes,No,2660,13.4,Fail
Public,Female,Tertiary,None,Urban,No,No,6692,16.7,Fail
Private,Male,Secondary,2 years,Urban,No,No,3354,16.1,Pass
Private,Female,Secondary,None,Urban,Yes,Yes,9457,15.6,Fail
Public,Male,Primary,2 years,Suburban,Yes,Yes,7461,13.9,Pass
Private,Female,Tertiary,2 years,Rural,Yes,Yes,8044,10.7,Pass
Private,Male,Secondary,1 year,Rural,No,No,6497,16.2,Fail
Private,Female,Tertiary,2 years,Rural,No,Yes,5549,14.2,Fail
Public,Male,Tertiary,2 years,Rural,No,Yes,7334,14.3,Fail
Public,Male,Primary,2 years,Rural,No,Yes,7010,12.3,Fail
Public,Male,Tertiary,1 year,Urban,No,No,5926,12.5,Pass
Public,Male,Tertiary,2 years,Rural,No,Yes,7065,17.9,Pass
Private,Male,Primary,1 year,Rural,Yes,Yes,3179,14.8,Pass
Private,Female,Secondary,None,Urban,Yes,No,5967,11.1,Fail
Private,Female,Tertiary,1 year,Rural,Yes,Yes,1634,10.5,Pass
Public,Male,Primary,1 year,Urban,Yes,Yes,4631,12.2,Fail
Public,Male,Secondary,2 years,Urban,No,No,5677,14.9,Fail
Private,Female,Tertiary,1 year,Suburban,Yes,Yes,3218,16.2,Fail
Public,Female,Secondary,None,Rural,Yes,No,2389,11.4,Fail
Public,Male,Primary,1 year,Rural,Yes,No,5276,14.3,Pass
Private,Female,Tertiary,2 years,Rural,Yes,Yes,2249,10.7,Fail
Public,Male,Primary,None,Urban,No,No,8640,10.4,Pass
Public,Male,Primary,2 years,Suburban,Yes,Yes,6712,18.6,Fail
Private,Male,Tertiary,2 years,Rural,No,Yes,2245,16.6,Fail
Public,Female,Primary,1 year,Urban,Yes,Yes,9245,17.8,Fail
Private,Male,Secondary,2 years,Urban,No,Yes,1442,11.8,Fail
Private,Female,Primary,None,Urban,Yes,Yes,7976,13.2,Pass
Public,Female,Tertiary,None,Urban,No,No,5675,14.4,Pass
Private,Female,Tertiary,None,Suburban,No,No,8953,16.6,Pass
Public,Female,Secondary,None,Suburban,No,Yes,5377,15.3,Pass
Public,Male,Tertiary,1 year,Urban,Yes,No,8058,15.5,Fail
Public,Male,Primary,None,Rural,Yes,Yes,1822,11.6,Pass
Public,Female,Primary,1 year,Suburban,Yes,Yes,3939,14.7,Fail
Public,Male,Tertiary,2 years,Rural,No,Yes,8096,18.2,Pass
Public,Female,Secondary,2 years,Rural,No,Yes,6765,15.1,Pass
Public,Male,Secondary,1 year,Suburban,No,No,2031,12.0,Pass
Public,Male,Tertiary,2 years,Rural,Yes,Yes,1562,14.1,Pass
Public,Male,Primary,2 years,Suburban,Yes,Yes,1340,17.5,Pass
Private,Male,Tertiary,None,Suburban,No,Yes,5567,11.3,Pass
Private,Male,Tertiary,2 years,Rural,Yes,Yes,8862,15.8,Fail
Public,Male,Secondary,2 years,Rural,No,No,3296,19.7,Pass
Public,Female,Primary,1 year,Urban,Yes,Yes,1234,13.8,Fail
Public,Male,Secondary,None,Suburban,No,No,6202,10.4,Pass
Private,Male,Secondary,2 years,Rural,No,No,2291,16.3,Fail
Private,Male,Primary,2 years,Suburban,No,No,5727,10.5,Fail
Public,Female,Primary,1 year,Urban,Yes,No,9720,11.9,Pass
Public,Male,Primary,2 years,Urban,Yes,Yes,3939,10.5,Fail
Public,Male,Tertiary,None,Urban,No,No,6435,11.7,Pass
Private,Male,Primary,None,Urban,Yes,No,7981,18.5,Pass
Public,Female,Tertiary,None,Urban,Yes,No,6392,17.3,Fail
Private,Male,Secondary,1 year,Urban,No,No,8972,13.4,Fail
Private,Female,Primary,None,Urban,Yes,No,2233,19.0,Pass
Public,Female,Tertiary,None,Urban,Yes,Yes,3800,16.7,Fail
Private,Male,Tertiary,None,Suburban,Yes,Yes,3775,14.5,Pass
Public,Male,Tertiary,None,Rural,Yes,No,7044,10.7,Fail
Private,Female,Tertiary,None,Suburban,No,No,4487,17.3,Fail
Private,Female,Secondary,None,Suburban,Yes,Yes,8383,13.8,Pass
Public,Male,Primary,1 year,Rural,Yes,No,4850,13.0,Fail
Public,Male,Primary,None,Rural,Yes,Yes,5997,12.9,Pass
Private,Female,Primary,2 years,Urban,No,No,1890,10.1,Pass
Private,Female,Primary,1 year,Rural,No,No,6920,17.4,Pass
Private,Female,Primary,2 years,Suburban,No,Yes,2188,11.5,Pass
Public,Female,Primary,2 years,Urban,Yes,No,6644,15.2,Pass
Public,Male,Tertiary,None,Suburban,No,No,1740,10.2,Fail
Public,Female,Primary,2 years,Rural,Yes,Yes,2369,16.3,Pass
Public,Male,Tertiary,2 years,Suburban,No,No,3000,13.7,Pass
Private,Female,Secondary,2 years,Suburban,No,Yes,2471,16.3,Fail
Private,Female,Tertiary,None,Urban,Yes,No,2536,10.9,Fail
Private,Male,Secondary,None,Urban,No,Yes,1318,12.7,Fail
Private,Male,Primary,None,Suburban,No,No,6153,11.1,Pass
Private,Male,Secondary,1 year,Rural,No,Yes,2894,16.5,Fail
Public,Male,Secondary,None,Urban,No,Yes,8991,11.1,Fail
Public,Female,Tertiary,None,Suburban,No,Yes,9592,16.2,Pass
Private,Male,Tertiary,2 years,Urban,Yes,No,6935,11.3,Pass
Private,Male,Secondary,None,Urban,Yes,No,1723,19.4,Fail
Private,Male,Secondary,2 years,Rural,No,Yes,3329,14.2,Fail
Private,Female,Primary,None,Suburban,Yes,No,3770,11.3,Fail
Private,Female,Tertiary,None,Suburban,Yes,Yes,8545,10.4,Fail
Private,Male,Secondary,None,Suburban,No,No,5846,13.3,Pass
Private,Female,Tertiary,None,Suburban,No,Yes,1267,18.9,Fail
Private,Female,Primary,None,Suburban,Yes,No,1569,11.4,Fail
Public,Male,Primary,None,Urban,No,No,2973,17.9,Pass
Private,Female,Secondary,None,Urban,Yes,No,9737,14.2,Pass
Private,Male,Primary,2 years,Urban,Yes,No,3822,18.0,Fail
Public,Male,Secondary,1 year,Urban,No,No,5460,18.7,Fail
Public,Male,Tertiary,1 year,Rural,No,No,1270,20.0,Fail
Private,Female,Tertiary,None,Rural,Yes,No,8641,10.7,Pass
Public,Male,Secondary,1 year,Suburban,Yes,No,9930,18.0,Pass
Public,Female,Secondary,2 years,Rural,No,Yes,7680,10.7,Fail
Private,Female,Secondary,2 years,Urban,No,Yes,2257,13.1,Pass
Public,Female,Tertiary,2 years,Urban,No,Yes,9250,16.5,Fail
Private,Female,Tertiary,1 year,Urban,No,No,6370,14.5,Fail
Private,Male,Primary,1 year,Urban,No,No,5858,15.7,Fail
Private,Male,Primary,1 year,Urban,No,Yes,9581,19.7,Pass
Public,Female,Tertiary,None,Suburban,Yes,Yes,9910,18.2,Fail
Public,Male,Tertiary,2 years,Suburban,Yes,Yes,7999,13.6,Pass
Private,Female,Secondary,2 years,Urban,No,Yes,1120,16.0,Pass
Private,Female,Tertiary,None,Suburban,Yes,Yes,7908,10.5,Pass
Public,Male,Tertiary,1 year,Rural,Yes,Yes,3303,14.5,Fail
Private,Female,Primary,2 years,Rural,Yes,Yes,5861,16.1,Pass
Public,Male,Primary,1 year,Urban,Yes,Yes,3911,17.1,Fail
Public,Female,Secondary,None,Suburban,Yes,Yes,9991,19.0,Pass
Public,Female,Primary,1 year,Urban,Yes,Yes,8236,12.8,Fail
Public,Female,Secondary,None,Suburban,Yes,No,6565,19.0,Pass
Public,Female,Tertiary,1 year,Urban,Yes,No,7531,16.6,Pass
Public,Male,Tertiary,None,Urban,No,No,2109,10.8,Pass
Private,Female,Secondary,2 years,Urban,No,Yes,7929,13.8,Pass
Private,Female,Primary,None,Rural,No,Yes,2250,14.8,Fail
Public,Male,Primary,1 year,Suburban,No,No,9177,13.5,Pass
Public,Female,Tertiary,2 years,Suburban,Yes,No,2649,11.2,Fail
Private,Female,Primary,1 year,Rural,No,Yes,8351,15.5,Pass
Private,Female,Secondary,1 year,Rural,No,No,6911,11.3,Fail
Private,Female,Tertiary,None,Suburban,Yes,No,3956,19.2,Fail
Private,Female,Primary,None,Suburban,No,No,6828,18.7,Pass
Private,Female,Tertiary,1 year,Urban,No,No,5994,14.8,Pass
Private,Male,Tertiary,None,Urban,Yes,No,7436,10.7,Pass
Private,Female,Primary,1 year,Suburban,No,No,9676,15.5,Fail
Private,Male,Secondary,None,Suburban,No,No,8614,15.9,Fail
Public,Female,Primary,None,Urban,Yes,No,9994,18.9,Pass
Private,Male,Primary,1 year,Rural,Yes,No,2715,10.7,Pass
Public,Male,Primary,2 years,Suburban,No,Yes,9150,16.9,Fail
Private,Male,Primary,None,Suburban,No,No,4483,15.6,Fail
Private,Male,Primary,1 year,Rural,No,Yes,8675,11.7,Pass
Private,Female,Primary,2 years,Rural,Yes,Yes,2757,11.2,Pass
Private,Female,Secondary,None,Rural,No,Yes,2809,16.9,Pass
Private,Female,Tertiary,None,Suburban,No,No,6539,13.4,Fail
Public,Male,Secondary,1 year,Suburban,No,No,7048,20.0,Fail
Private,Male,Primary,None,Suburban,No,No,2151,18.9,Fail
Public,Male,Secondary,1 year,Urban,Yes,No,6492,15.7,Pass
Public,Male,Tertiary,1 year,Rural,Yes,No,7711,16.4,Fail
Private,Male,Secondary,None,Rural,No,No,7302,11.6,Pass
Public,Male,Primary,2 years,Urban,No,No,5747,18.9,Pass
Private,Male,Tertiary,None,Urban,Yes,No,9402,14.6,Pass
Private,Female,Primary,2 years,Urban,Yes,No,5681,15.2,Pass
Private,Male,Primary,None,Urban,Yes,Yes,3507,18.7,Fail
Public,Female,Tertiary,2 years,Rural,Yes,No,3963,10.1,Fail
Private,Female,Tertiary,None,Urban,No,No,4428,14.9,Pass
Public,Male,Primary,2 years,Urban,Yes,No,8494,16.3,Fail
Private,Male,Secondary,2 years,Rural,Yes,Yes,4955,11.6,Fail
Private,Male,Tertiary,None,Rural,No,No,4705,10.7,Pass
Public,Male,Secondary,None,Rural,No,No,5038,15.3,Fail
Public,Female,Secondary,1 year,Rural,No,Yes,1713,15.5,Fail
Public,Male,Tertiary,2 years,Suburban,No,No,8260,13.3,Fail
Public,Female,Secondary,None,Suburban,No,Yes,8011,18.8,Pass
Public,Male,Tertiary,1 year,Suburban,No,Yes,9879,13.0,Pass
Public,Female,Tertiary,None,Suburban,No,No,9521,15.2,Fail
Private,Female,Tertiary,2 years,Rural,Yes,No,2746,11.9,Pass
Public,Female,Tertiary,None,Suburban,Yes,Yes,2207,10.1,Fail
Private,Female,Secondary,None,Urban,No,No,1784,14.3,Pass
Private,Female,Secondary,1 year,Urban,Yes,Yes,3696,15.3,Fail
Private,Male,Tertiary,None,Urban,Yes,No,8073,17.6,Pass
Private,Male,Tertiary,1 year,Suburban,No,Yes,6036,14.5,Fail
Private,Male,Tertiary,2 years,Suburban,Yes,No,8127,12.8,Pass
Public,Female,Tertiary,2 years,Urban,Yes,Yes,4718,16.0,Pass
Private,Male,Primary,None,Suburban,Yes,Yes,6775,13.8,Pass
Private,Female,Secondary,1 year,Rural,Yes,Yes,8910,12.3,Fail
Private,Female,Secondary,2 years,Suburban,No,No,3693,19.1,Fail
Public,Male,Tertiary,None,Urban,Yes,Yes,1625,15.4,Pass
Public,Female,Primary,None,Urban,Yes,No,4708,12.0,Fail
Public,Male,Primary,None,Suburban,No,No,7859,16.7,Fail
Public,Female,Primary,None,Suburban,Yes,Yes,9953,18.0,Pass
Private,Male,Tertiary,None,Urban,No,Yes,8692,17.6,Fail
Public,Female,Primary,1 year,Urban,Yes,No,7398,16.0,Pass
Private,Male,Tertiary,None,Suburban,Yes,Yes,8252,15.2,Fail
Public,Male,Primary,None,Suburban,No,Yes,2555,17.8,Fail
Public,Female,Tertiary,None,Urban,No,No,9867,17.1,Pass
Public,Female,Tertiary,None,Urban,No,Yes,5187,15.7,Fail
Public,Female,Secondary,None,Urban,Yes,No,8767,16.6,Pass
Private,Male,Tertiary,None,Urban,No,Yes,1036,11.7,Fail
Public,Male,Primary,None,Urban,No,Yes,2787,10.2,Fail
Private,Female,Secondary,2 years,Urban,Yes,No,7283,19.3,Fail
Private,Male,Primary,2 years,Urban,No,Yes,9060,19.4,Fail
Private,Male,Tertiary,None,Suburban,Yes,No,9065,17.9,Pass
Private,Female,Secondary,1 year,Rural,Yes,Yes,4880,13.7,Pass
Private,Male,Tertiary,None,Rural,No,Yes,6932,11.5,Fail
Private,Male,Tertiary,1 year,Suburban,No,No,9328,13.6,Fail
Private,Male,Primary,1 year,Rural,Yes,No,7333,17.3,Pass
Public,Female,Primary,1 year,Suburban,No,No,6759,13.4,Fail
Private,Male,Primary,1 year,Suburban,Yes,No,7485,18.0,Pass
Public,Female,Secondary,1 year,Suburban,No,No,6067,16.7,Pass
Public,Male,Primary,2 years,Suburban,No,Yes,1661,16.3,Fail
Private,Male,Tertiary,None,Rural,Yes,No,8973,19.3,Pass
Private,Male,Secondary,2 years,Suburban,Yes,No,7386,18.9,Fail
Public,Male,Primary,2 years,Urban,No,No,8887,17.1,Pass
Public,Male,Primary,None,Suburban,Yes,No,1414,12.0,Fail
Private,Female,Primary,2 years,Rural,No,No,7850,19.4,Fail
Private,Male,Tertiary,None,Rural,No,No,9534,12.3,Pass
Public,Male,Primary,None,Rural,Yes,No,3729,13.7,Pass
Public,Male,Tertiary,None,Rural,Yes,Yes,4897,18.3,Pass
Private,Male,Secondary,None,Urban,Yes,No,3169,12.1,Pass
Public,Female,Primary,1 year,Suburban,No,Yes,2878,16.4,Fail
Public,Male,Tertiary,1 year,Urban,No,Yes,7454,14.6,Fail
Private,Male,Primary,2 years,Suburban,Yes,Yes,5570,16.2,Pass
Public,Male,Primary,None,Suburban,Yes,Yes,2515,19.6,Pass
Private,Male,Secondary,None,Urban,No,No,1574,18.1,Fail
Private,Female,Secondary,None,Urban,No,No,3867,13.0,Fail
Private,Female,Tertiary,None,Rural,Yes,Yes,4544,10.6,Pass
Public,Male,Tertiary,1 year,Suburban,Yes,No,5477,19.7,Fail
Private,Male,Tertiary,1 year,Suburban,No,Yes,1071,15.9,Pass
Public,Male,Secondary,1 year,Suburban,No,Yes,3980,11.7,Fail
Private,Male,Tertiary,2 years,Suburban,Yes,Yes,6492,16.3,Fail
Private,Male,Secondary,None,Suburban,No,Yes,5759,10.4,Fail
Public,Female,Secondary,1 year,Suburban,No,Yes,9084,11.9,Fail
Public,Female,Primary,1 year,Rural,No,No,1039,16.3,Fail
Public,Male,Primary,None,Suburban,Yes,No,6373,14.0,Fail
Private,Male,Tertiary,1 year,Rural,No,No,8565,13.3,Fail
Public,Male,Secondary,None,Suburban,Yes,No,2900,16.6,Pass
Private,Female,Secondary,None,Suburban,No,No,3217,18.7,Fail
Public,Male,Secondary,1 year,Urban,No,Yes,5796,16.8,Fail
Private,Male,Primary,2 years,Suburban,Yes,No,5606,14.6,Pass
Private,Female,Secondary,None,Urban,Yes,Yes,2283,16.6,Pass
Private,Female,Tertiary,2 years,Urban,No,No,9775,17.0,Pass
Private,Male,Tertiary,1 year,Urban,Yes,Yes,9650,17.8,Fail
Public,Male,Primary,None,Rural,Yes,Yes,1815,13.1,Pass
Public,Male,Tertiary,None,Urban,Yes,Yes,3511,11.1,Fail
Private,Male,Secondary,1 year,Urban,No,Yes,1246,16.8,Pass
Private,Female,Secondary,2 years,Urban,Yes,Yes,5825,11.2,Pass
Public,Female,Tertiary,1 year,Suburban,No,Yes,7516,14.6,Fail
Public,Male,Primary,1 year,Rural,Yes,No,1416,12.3,Pass
Public,Female,Secondary,1 year,Rural,Yes,No,7702,13.3,Fail
Public,Male,Secondary,2 years,Rural,No,Yes,4717,14.7,Fail
Public,Female,Primary,None,Rural,No,Yes,1107,19.0,Fail
Public,Male,Secondary,None,Suburban,Yes,No,5513,16.8,Fail
Private,Male,Tertiary,1 year,Urban,No,Yes,2421,11.7,Fail
Public,Female,Tertiary,1 year,Suburban,No,No,8283,18.8,Pass
Public,Female,Primary,2 years,Rural,Yes,Yes,1255,15.0,Pass
Private,Female,Primary,1 year,Suburban,Yes,No,8248,12.0,Pass
Public,Female,Tertiary,2 years,Suburban,No,Yes,3962,15.3,Pass
Public,Female,Primary,2 years,Rural,Yes,No,3282,11.9,Pass
Public,Male,Tertiary,2 years,Urban,No,No,9744,13.7,Fail
Private,Male,Primary,1 year,Suburban,No,No,9372,18.1,Fail
Public,Female,Tertiary,None,Rural,No,Yes,2477,16.6,Fail
Private,Male,Secondary,2 years,Suburban,Yes,No,9762,14.8,Fail
Public,Male,Secondary,None,Suburban,No,No,5952,12.3,Fail
Private,Male,Tertiary,2 years,Suburban,Yes,Yes,6880,12.8,Pass
Public,Male,Secondary,1 year,Urban,No,Yes,6592,19.8,Fail
Public,Female,Tertiary,2 years,Suburban,No,Yes,8091,13.4,Fail
Public,Male,Primary,2 years,Suburban,No,No,1591,16.2,Fail
Private,Male,Secondary,None,Urban,Yes,Yes,7277,15.0,Fail
Public,Male,Secondary,1 year,Suburban,Yes,No,3260,10.2,Pass
Public,Male,Secondary,2 years,Suburban,No,No,1347,19.4,Pass
Private,Female,Tertiary,1 year,Urban,No,No,9357,10.9,Pass
Private,Male,Secondary,None,Rural,Yes,No,6032,16.6,Fail
Private,Male,Primary,1 year,Suburban,No,No,5443,18.1,Pass
Public,Male,Secondary,1 year,Rural,Yes,Yes,9774,17.5,Fail
Private,Female,Primary,None,Rural,No,Yes,7869,18.1,Fail
Public,Female,Secondary,2 years,Rural,No,Yes,6696,17.4,Pass
Private,Male,Secondary,2 years,Urban,Yes,Yes,4038,14.5,Fail
Private,Male,Primary,1 year,Urban,Yes,Yes,3845,19.0,Fail
Public,Female,Secondary,2 years,Suburban,Yes,Yes,8864,19.1,Pass
Public,Male,Primary,None,Rural,No,Yes,7609,14.4,Pass
Public,Female,Primary,1 year,Urban,No,No,2265,14.8,Pass
Public,Male,Primary,1 year,Urban,Yes,No,3274,14.9,Pass
Private,Male,Secondary,2 years,Rural,No,No,3470,12.8,Pass
Private,Female,Secondary,2 years,Urban,No,No,3577,11.1,Pass
Private,Male,Primary,2 years,Rural,No,No,4660,12.6,Pass
Public,Male,Secondary,1 year,Urban,Yes,Yes,2068,18.4,Pass
Public,Male,Tertiary,2 years,Rural,Yes,Yes,6591,15.4,Fail
Private,Female,Primary,1 year,Urban,No,Yes,6974,18.5,Fail
Private,Female,Primary,2 years,Urban,No,No,5829,17.5,Pass
Public,Male,Tertiary,1 year,Urban,No,Yes,2950,13.5,Pass
Private,Male,Tertiary,1 year,Urban,Yes,No,9283,11.9,Fail
Private,Male,Primary,1 year,Rural,Yes,No,4093,15.7,Pass
Private,Male,Tertiary,2 years,Suburban,Yes,Yes,6311,19.4,Pass
Public,Female,Primary,2 years,Suburban,Yes,No,2387,18.4,Fail
Private,Female,Secondary,None,Urban,Yes,No,5274,17.6,Pass
Public,Female,Tertiary,1 year,Suburban,No,Yes,3285,17.6,Fail
Private,Male,Primary,2 years,Urban,No,Yes,4206,15.3,Fail
Public,Male,Primary,None,Suburban,Yes,Yes,3924,11.7,Fail
Private,Female,Primary,None,Urban,Yes,Yes,8045,12.9,Fail
Private,Male,Tertiary,2 years,Suburban,Yes,No,9471,15.8,Pass
